last_update,station_id,station_name,physical_configuration,latitude,longitude,altitude,address,capacity,rental_methods,groups,obcn,nearby_distance,num_bikes_available,mechanical_bikes_available,electric_bikes_available,num_bikes_disabled,num_docks_available,num_docks_disabled,is_installed,is_renting,is_returning,last_reported,is_charging_station,status
2025-02-16 23:53:30,7028,Gould St / Mutual St,REGULAR,43.6582,-79.3768,,Gould St / Mutual St,29,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",416-560-7261,500.0,7,7,0,0,21,0,1,1,1,2025-02-16 23:52:30,0,IN_SERVICE
2025-02-16 23:53:30,7029,Bay St / Bloor St W (East Side),REGULAR,43.66943,-79.38915,,1199 Bay St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'North','Church Wellesley / Yorkville'",647-669-3457,500.0,5,5,0,0,8,0,1,1,1,2025-02-16 23:51:31,0,IN_SERVICE
2025-02-16 23:53:30,7030,Bay St / Wellesley St W,REGULAR,43.664088,-79.387095,,Bay St / Wellesley St W,35,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','U of T - Hospital Row'",647-643-9612,1609.34,26,26,0,0,9,0,1,1,1,2025-02-16 23:50:59,0,IN_SERVICE
2025-02-16 23:53:30,7031,Jarvis St / Isabella St,REGULAR,43.668991,-79.379385,,Jarvis St / Isabella St,23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Church Wellesley / Yorkville'",416-569-7503,500.0,5,5,0,0,17,1,1,1,1,2025-02-16 23:52:25,0,IN_SERVICE
2025-02-16 23:53:30,7032,Augusta Ave / Dundas St W,REGULAR,43.652473,-79.401456,,Augusta Ave / Dundas St W,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','College St - Harbord St'",647-622-8139,500.0,4,4,0,0,10,1,1,1,1,2025-02-16 23:50:38,0,IN_SERVICE
2025-02-16 23:53:30,7033,Union Station,REGULAR,43.645609,-79.380386,,Union Station,27,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-620-1494,500.0,3,3,0,0,22,1,1,1,1,2025-02-16 23:51:37,0,IN_SERVICE
2025-02-16 23:53:30,7034,Church St / Bloor St E,REGULAR,43.671389,-79.382919,,Church St / Bloor St E,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'North','Church Wellesley / Yorkville'",437-992-7029,500.0,6,6,0,0,9,0,1,1,1,2025-02-16 23:52:38,0,IN_SERVICE
2025-02-16 23:53:30,7035,Queen St W / Ossington Ave,REGULAR,43.643975,-79.419576,,Queen St W / Ossington Ave,31,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'West','Liberty Village - Queen West'",416-371-6632,500.0,15,15,0,0,16,0,1,1,1,2025-02-16 23:50:50,0,IN_SERVICE
2025-02-16 23:53:30,7036,Trinity St /Front St E,REGULAR,43.651318,-79.36023,,Trinity St / Front St E,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Regent Park - Distillery'",416-816-5603,500.0,4,4,0,0,14,0,1,1,1,2025-02-16 23:52:16,0,IN_SERVICE
2025-02-16 23:53:30,7037,Bathurst St / Dundas St W,REGULAR,43.6518918789007,-79.40577861712723,,Bathurst St / Dundas St W,27,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','College St - Harbord St'",647-621-8042,500.0,1,1,0,0,26,0,1,1,1,2025-02-16 23:51:58,0,IN_SERVICE
2025-02-16 23:53:30,7038,Dundas St W / Yonge St,REGULAR,43.656094,-79.381484,,Dundas St W / Yonge St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-643-9714,500.0,11,11,0,0,4,0,1,1,1,2025-02-16 23:51:25,0,IN_SERVICE
2025-02-16 23:53:30,7039,Simcoe St / Michael Sweet Ave,REGULAR,43.652327224103,-79.3882538196087,0.0,Simcoe St / Michael Sweet Ave,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-202-6089,500.0,8,8,0,0,11,0,1,1,1,2025-02-16 23:51:33,0,IN_SERVICE
2025-02-16 23:53:30,7040,Euclid Ave / Bloor St W,REGULAR,43.664467,-79.414783,,Euclid Ave / Bloor St W,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'West','Bloor St W / Annex'",416-565-9380,500.0,2,2,0,1,15,1,1,1,1,2025-02-16 23:51:53,0,IN_SERVICE
2025-02-16 23:53:30,7041,Edward St / Yonge St,REGULAR,43.656729,-79.382736,,Edward St / Yonge St,23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-643-9697,500.0,2,2,0,0,19,1,1,1,1,2025-02-16 23:52:20,0,IN_SERVICE
2025-02-16 23:53:30,7042,Sherbourne St / Wellesley St E,REGULAR,43.6673,-79.374,,Sherbourne St / Wellesley St E,31,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Church Wellesley / Yorkville'",416-804-0543,500.0,8,8,0,1,21,1,1,1,1,2025-02-16 23:52:23,0,IN_SERVICE
2025-02-16 23:53:30,7043,Queens Quay W / Lower Simcoe St,REGULAR,43.63951,-79.383717,,Queens Quay W / Lower Simcoe St,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Watefront'",647-204-1380,500.0,14,14,0,0,5,0,1,1,1,2025-02-16 23:51:32,0,IN_SERVICE
2025-02-16 23:53:30,7044,Church St / Alexander St,REGULAR,43.663722,-79.380288,,Church St / Alexander St,35,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Church Wellesley / Yorkville'",647-618-1341,500.0,11,10,1,1,22,1,1,1,1,2025-02-16 23:52:37,0,IN_SERVICE
2025-02-16 23:53:30,7045,Bond St / Queen St E,REGULAR,43.653236,-79.376716,,Bond St / Queen St E,37,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-629-0639,500.0,17,17,0,0,19,0,1,1,1,2025-02-16 23:51:39,0,IN_SERVICE
2025-02-16 23:53:30,7046,Niagara St / Richmond St W,REGULAR,43.64534,-79.409597,,Niagara St / Richmond St W,42,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'West','Liberty Village - Queen West'",647-643-9655,500.0,6,6,0,0,34,1,1,1,1,2025-02-16 23:51:23,0,IN_SERVICE
2025-02-16 23:53:30,7047,University Ave / Gerrard St W (East Side),REGULAR,43.657763,-79.389165,,University Ave / Gerrard St W,25,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','U of T - Hospital Row'",647-643-9690,500.0,7,7,0,0,18,0,1,1,1,2025-02-16 23:53:30,0,IN_SERVICE
2025-02-16 23:53:30,7048,Front St W / Yonge St (Hockey Hall of Fame),REGULAR,43.646144,-79.377962,,Front St W / Yonge St (Hockey Hall of Fame),47,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-204-0984,500.0,29,29,0,0,17,1,1,1,1,2025-02-16 23:52:16,0,IN_SERVICE
2025-02-16 23:53:30,7049,Portland St / Queen St W,REGULAR,43.6476,-79.4015,,Queen St W / Portland St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Fort York - Entertainment District'",647-624-3144,500.0,13,13,0,0,2,0,1,1,1,2025-02-16 23:52:31,0,IN_SERVICE
2025-02-16 23:53:30,7050,Richmond St E / Jarvis St Green P,ELECTRICBIKESTATION,43.652634,-79.374222,,Richmond St E / Jarvis St Green P,16,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'E-Charging ','South'",416-602-5376,500.0,3,3,0,0,13,0,1,1,1,2025-02-16 23:50:59,1,IN_SERVICE
2025-02-16 23:53:30,7052,Wellington St W / Bay St,VAULT,43.647259,-79.379878,,Wellington St W / Bay St,55,"'KEY','TRANSITCARD','PHONE'","'South','Financial District'",416-723-3438,500.0,15,15,0,0,39,0,1,1,1,2025-02-16 23:51:11,0,IN_SERVICE
2025-02-16 23:53:30,7053,Metro Hall Plaza,REGULAR,43.645859,-79.38783,,Metro Hall Plaza,27,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-201-7794,500.0,15,15,0,0,12,0,1,1,1,2025-02-16 23:51:31,0,IN_SERVICE
2025-02-16 23:53:30,7054,Navy Wharf Crt / Bremner Blvd,REGULAR,43.640722,-79.391051,,Navy Wharf Ct. / Bremner Blvd.,9,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Watefront'",416-662-2516,500.0,5,5,0,0,4,0,1,1,1,2025-02-16 23:51:53,0,IN_SERVICE
2025-02-16 23:53:30,7055,Jarvis St / Carlton St,REGULAR,43.66207,-79.37617,,Jarvis St / Carlton St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Church Wellesley / Yorkville'",416-722-3901,500.0,6,6,0,2,6,0,1,1,1,2025-02-16 23:51:08,0,IN_SERVICE
2025-02-16 23:53:30,7057,Simcoe St / Wellington St W South,VAULT,43.6458569,-79.3853654,,Simcoe St / Wellington St 1,27,"'KEY','TRANSITCARD','PHONE'","'South','Financial District'",647-641-2103,500.0,22,22,0,0,3,1,1,1,1,2025-02-16 23:51:49,0,IN_SERVICE
2025-02-16 23:53:30,7059,Front St W / Blue Jays Way,REGULAR,43.643473,-79.390477,,Front St W / Blue Jays Way,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Watefront'",647-241-7299,500.0,6,6,0,0,9,0,1,1,1,2025-02-16 23:52:14,0,IN_SERVICE
2025-02-16 23:53:30,7061,Dalton Rd / Bloor St W,REGULAR,43.6662942,-79.4066433,,Dalton Rd / Bloor St W,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'North','Bloor St W / Annex'",647-643-9676,500.0,5,5,0,1,6,3,1,1,1,2025-02-16 23:53:22,0,IN_SERVICE
2025-02-16 23:53:30,7063,Queen's Park / Bloor St W,REGULAR,43.668456,-79.393899,,Queen's Park / Bloor St W,23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Church Wellesley / Yorkville'",647-632-5491,500.0,5,5,0,1,17,0,1,1,1,2025-02-16 23:52:48,0,IN_SERVICE
2025-02-16 23:53:30,7064,51 Parliament St,REGULAR,43.652169,-79.362841,,51 Parliament St,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Regent Park - Distillery'",647-241-9519,500.0,7,7,0,0,12,0,1,1,1,2025-02-16 23:50:55,0,IN_SERVICE
2025-02-16 23:53:30,7065,Dundas St E / Parliament St,REGULAR,43.659575,-79.365769,,Dundas St E / Parliament St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Regent Park - Distillery'",416-568-2679,500.0,7,7,0,1,7,0,1,1,1,2025-02-16 23:53:05,0,IN_SERVICE
2025-02-16 23:53:30,7066,Willcocks St / St. George St,REGULAR,43.662085,-79.397735,,Willcocks St / St. George St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','U of T - Hospital Row'",647-643-9624,500.0,10,10,0,0,5,0,1,1,1,2025-02-16 23:51:09,0,IN_SERVICE
2025-02-16 23:53:30,7068,Blantyre Park,REGULAR,43.68306889999999,-79.279682,,163 Fallingbrook Rd,23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Scarborough - St. Clair'",437-999-9028,1609.34,3,3,0,0,20,0,1,1,1,2025-02-16 23:53:19,0,IN_SERVICE
2025-02-16 23:53:30,7069,Queen St W / Spadina Ave,REGULAR,43.649147,-79.395504,,Queen St W / Spadina Ave,11,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Fort York - Entertainment District'",647-622-8344,500.0,4,4,0,0,6,0,1,1,1,2025-02-16 23:51:25,0,IN_SERVICE
2025-02-16 23:53:30,7070,25 York St – Union Station South,REGULAR,43.643667,-79.380414,,25 York St – Union Station South,11,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Watefront'",416-624-8596,500.0,8,8,0,0,3,0,1,1,1,2025-02-16 23:52:05,0,IN_SERVICE
2025-02-16 23:53:30,7071,161 Bleecker St (South of Wellesley),REGULAR,43.666233,-79.373327,0.0,161 Bleecker St (South of Wellesley),23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Church Wellesley / Yorkville'",647-643-9846,500.0,7,7,0,0,16,0,1,1,1,2025-02-16 23:51:59,0,IN_SERVICE
2025-02-16 23:53:30,7073,Spadina Ave / Fort York Blvd,REGULAR,43.640114,-79.393249,,Spadina Ave / Fort York Blvd,23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Fort York - Entertainment District'",416-627-9646,500.0,12,12,0,3,8,0,1,1,1,2025-02-16 23:51:13,0,IN_SERVICE
2025-02-16 23:53:30,7074,King St E / Church St,REGULAR,43.65003919999999,-79.3733541,,St James Park,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Financial District'",647-643-9718,500.0,4,4,0,0,10,0,1,1,1,2025-02-16 23:50:44,0,IN_SERVICE
2025-02-16 23:53:30,7075,Queens Quay W / Dan Leckie Way,REGULAR,43.636533,-79.395854,,Queens Quay W / Dan Leckie Way,27,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Watefront'",416-669-9604,500.0,9,9,0,0,18,0,1,1,1,2025-02-16 23:50:50,0,IN_SERVICE
2025-02-16 23:53:30,7076,York St / Queens Quay W,REGULAR,43.640132,-79.380464,,York St / Queens Quay W,56,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Watefront'",416-618-7456,500.0,14,13,1,0,38,4,1,1,1,2025-02-16 23:52:38,0,IN_SERVICE
2025-02-16 23:53:30,7077,College Park South,REGULAR,43.65945682499,-79.38236466864778,,College Park South,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','U of T - Hospital Row'",647-643-9694,500.0,5,5,0,1,13,0,1,1,1,2025-02-16 23:53:07,0,IN_SERVICE
2025-02-16 23:53:30,7078,College St / Major St,REGULAR,43.6576,-79.4032,,College St / Major St,14,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','College St - Harbord St'",647-643-9638,500.0,10,10,0,1,1,2,1,1,1,2025-02-16 23:51:59,0,IN_SERVICE
2025-02-16 23:53:30,7079,McGill St / Church St,REGULAR,43.660694,-79.379052,,McGill St / Church St,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Church Wellesley / Yorkville'",437-999-8524,500.0,2,1,1,1,16,0,1,1,1,2025-02-16 23:52:59,0,IN_SERVICE
2025-02-16 23:53:30,7083,Danforth Ave / Barrington Ave,REGULAR,43.688325,-79.300463,,Danforth Ave / Barrington Ave,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-631-4821,500.0,5,5,0,0,9,0,1,1,1,2025-02-16 23:51:04,0,IN_SERVICE
2025-02-16 23:53:30,7084,High Park - Grenadier Cafe,REGULAR,43.645599,-79.4657123,,High Park - Grenadier Cafe,11,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'West','Bloor St W - High Park'",647-643-9563,1609.34,3,3,0,0,8,0,1,1,1,2025-02-16 23:51:59,0,IN_SERVICE
2025-02-16 23:53:30,7085,Danforth Ave / Westlake Ave,REGULAR,43.687323,-79.304848,,Danforth Ave / Westlake Ave,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-201-8853,500.0,0,0,0,0,15,0,1,1,1,2025-02-16 23:51:41,0,IN_SERVICE
2025-02-16 23:53:30,7086,High Park - West Rd,REGULAR,43.651922,-79.465693,,High Park - West Rd,23,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'West','Bloor St W - High Park'",647-641-7093,1609.34,3,3,0,1,19,0,1,1,1,2025-02-16 23:50:53,0,IN_SERVICE
2025-02-16 23:53:30,7087,Danforth Ave / Aldridge Ave,REGULAR,43.684758,-79.316767,,Danforth Ave / Aldridge Ave,11,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-641-9873,1000.0,10,10,0,1,0,0,1,1,1,2025-02-16 23:50:34,0,IN_SERVICE
2025-02-16 23:53:30,7088,Danforth Ave / Coxwell Ave,REGULAR,43.683378,-79.322961,0.0,Danforth Ave / Coxwell Ave,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-248-5891,500.0,1,1,0,2,11,1,1,1,1,2025-02-16 23:52:13,0,IN_SERVICE
2025-02-16 23:53:30,7089,Church St  / Wood St,REGULAR,43.662712,-79.379903,102.08,Church St / Wood St,27,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'South','Church Wellesley / Yorkville'",647-262-1148,500.0,12,12,0,0,15,0,1,1,1,2025-02-16 23:53:22,0,IN_SERVICE
2025-02-16 23:53:30,7090,Danforth Ave / Lamb Ave,REGULAR,43.681991,-79.329455,,Danforth Ave / Lamb Ave,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-641-6203,500.0,4,3,1,1,13,1,1,1,1,2025-02-16 23:53:13,0,IN_SERVICE
2025-02-16 23:53:30,7091,Donlands Subway Station,REGULAR,43.681114,-79.3373885,,Donlands Station,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-669-1705,1000.0,1,1,0,0,14,0,1,1,1,2025-02-16 23:52:57,0,IN_SERVICE
2025-02-16 23:53:30,7093,Danforth Ave / Gough Ave,REGULAR,43.678401,-79.346289,,Danforth Ave / Gough Ave,24,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-669-1671,500.0,12,12,0,0,11,1,1,1,1,2025-02-16 23:50:50,0,IN_SERVICE
2025-02-16 23:53:30,7094,14 Arundel Ave,ELECTRICBIKESTATION,43.6784834,-79.3513564,,14 Arundel Ave,25,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'E-Charging ','East','Danforth'",14 Arundel Ave - EBS - @CP 87,500.0,4,4,0,0,21,0,1,1,1,2025-02-16 23:51:41,1,IN_SERVICE
2025-02-16 23:53:30,7095,Danforth Ave / Ellerbeck St,REGULAR,43.677076,-79.35667,,Danforth Ave / Ellerbeck St,15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Danforth'",647-669-1678,500.0,0,0,0,0,15,0,1,1,1,2025-02-16 23:52:00,0,IN_SERVICE
2025-02-16 23:53:30,7096,Lower Don River Trail and Taylor Creek Trail,REGULAR,43.7027268,-79.33368089999999,,425 Don Mills Rd,19,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Thorncliffe Park - Sunnybrook'",647-669-3908,500.0,3,3,0,0,14,2,1,1,1,2025-02-16 23:51:11,0,IN_SERVICE
2025-02-16 23:53:30,7097,Riverdale Park North (Broadview Ave),REGULAR,43.671172,-79.354704,,Riverdale Park North (Broadview Ave),15,"'KEY','TRANSITCARD','CREDITCARD','PHONE'","'East','Leslieville - Woodbine'",647-643-9838,500.0,0,0,0,0,15,0,1,1,1,2025-02-16 23:53:16,0,IN_SERVICE
2025-02-16 23:53:30,7098,Riverdale Park South (Broadview Ave),VAULT,43.667819,-79.35347,,Riverdale Park South (Broadview Ave),15,"'KEY','TRANSITCARD','PHONE'","'East','Leslieville - Woodbine'",450 Broadview Ave ,500.0,1,1,0,0,14,0,1,1,1,2025-02-16 23:53:02,0,IN_SERVICE
